COD_MUN;NOME_MUN;POP;REGIAO;TAM_MUN
2305407;Icó - CE;   68162;Nordeste;De 50 mil a 200 mil hab.
2305506;Iguatu - CE;  103074;Nordeste;De 50 mil a 200 mil hab.
2305605;Independência - CE;   26187;Nordeste;Ate 50 mil hab.
2305654;Ipaporanga - CE;   11596;Nordeste;Ate 50 mil hab.
2305704;Ipaumirim - CE;   12485;Nordeste;Ate 50 mil hab.
2305803;Ipu - CE;   42058;Nordeste;Ate 50 mil hab.
2305902;Ipueiras - CE;   38114;Nordeste;Ate 50 mil hab.
2306009;Iracema - CE;   14326;Nordeste;Ate 50 mil hab.
2306108;Irauçuba - CE;   24305;Nordeste;Ate 50 mil hab.
2306207;Itaiçaba - CE;    7866;Nordeste;Ate 50 mil hab.
2306256;Itaitinga - CE;   38325;Nordeste;Ate 50 mil hab.
2306306;Itapajé - CE;   53067;Nordeste;De 50 mil a 200 mil hab.
2306405;Itapipoca - CE;  130539;Nordeste;De 50 mil a 200 mil hab.
2306504;Itapiúna - CE;   20520;Nordeste;Ate 50 mil hab.
2306553;Itarema - CE;   42215;Nordeste;Ate 50 mil hab.
2306603;Itatira - CE;   21836;Nordeste;Ate 50 mil hab.
2306702;Jaguaretama - CE;   18147;Nordeste;Ate 50 mil hab.
2306801;Jaguaribara - CE;   11492;Nordeste;Ate 50 mil hab.
2306900;Jaguaribe - CE;   34636;Nordeste;Ate 50 mil hab.
2307007;Jaguaruana - CE;   33834;Nordeste;Ate 50 mil hab.
2307106;Jardim - CE;   27181;Nordeste;Ate 50 mil hab.
2307205;Jati - CE;    8130;Nordeste;Ate 50 mil hab.
2307254;Jijoca de Jericoacoara - CE;   20087;Nordeste;Ate 50 mil hab.
2307304;Juazeiro do Norte - CE;  276264;Nordeste;De 200 mil a 500 mil hab.
2307403;Jucás - CE;   24892;Nordeste;Ate 50 mil hab.
2307502;Lavras da Mangabeira - CE;   31492;Nordeste;Ate 50 mil hab.
2307601;Limoeiro do Norte - CE;   59890;Nordeste;De 50 mil a 200 mil hab.
2307635;Madalena - CE;   19864;Nordeste;Ate 50 mil hab.
2307650;Maracanaú - CE;  229458;Nordeste;De 200 mil a 500 mil hab.
2307700;Maranguape - CE;  130346;Nordeste;De 50 mil a 200 mil hab.
2307809;Marco - CE;   27595;Nordeste;Ate 50 mil hab.
2307908;Martinópole - CE;   11321;Nordeste;Ate 50 mil hab.
2308005;Massapê - CE;   39044;Nordeste;Ate 50 mil hab.
2308104;Mauriti - CE;   48168;Nordeste;Ate 50 mil hab.
2308203;Meruoca - CE;   15185;Nordeste;Ate 50 mil hab.
2308302;Milagres - CE;   27462;Nordeste;Ate 50 mil hab.
2308351;Milhã - CE;   13142;Nordeste;Ate 50 mil hab.
2308377;Miraíma - CE;   13894;Nordeste;Ate 50 mil hab.
2308401;Missão Velha - CE;   35480;Nordeste;Ate 50 mil hab.
2308500;Mombaça - CE;   43858;Nordeste;Ate 50 mil hab.
2308609;Monsenhor Tabosa - CE;   17249;Nordeste;Ate 50 mil hab.
2308708;Morada Nova - CE;   61738;Nordeste;De 50 mil a 200 mil hab.
2308807;Moraújo - CE;    8779;Nordeste;Ate 50 mil hab.
2308906;Morrinhos - CE;   22685;Nordeste;Ate 50 mil hab.
2309003;Mucambo - CE;   14549;Nordeste;Ate 50 mil hab.
2309102;Mulungu - CE;   10941;Nordeste;Ate 50 mil hab.
2309201;Nova Olinda - CE;   15684;Nordeste;Ate 50 mil hab.
2309300;Nova Russas - CE;   32408;Nordeste;Ate 50 mil hab.
2309409;Novo Oriente - CE;   28673;Nordeste;Ate 50 mil hab.
2309458;Ocara - CE;   25833;Nordeste;Ate 50 mil hab.
2309508;Orós - CE;   21384;Nordeste;Ate 50 mil hab.
2309607;Pacajus - CE;   73188;Nordeste;De 50 mil a 200 mil hab.
2309706;Pacatuba - CE;   84554;Nordeste;De 50 mil a 200 mil hab.
2309805;Pacoti - CE;   12288;Nordeste;Ate 50 mil hab.
2309904;Pacujá - CE;    6549;Nordeste;Ate 50 mil hab.
2310001;Palhano - CE;    9422;Nordeste;Ate 50 mil hab.
2310100;Palmácia - CE;   13439;Nordeste;Ate 50 mil hab.
2310209;Paracuru - CE;   35304;Nordeste;Ate 50 mil hab.
2310258;Paraipaba - CE;   32992;Nordeste;Ate 50 mil hab.
2310308;Parambu - CE;   31455;Nordeste;Ate 50 mil hab.
2310407;Paramoti - CE;   12252;Nordeste;Ate 50 mil hab.
2310506;Pedra Branca - CE;   43309;Nordeste;Ate 50 mil hab.
2310605;Penaforte - CE;    9143;Nordeste;Ate 50 mil hab.
2310704;Pentecoste - CE;   37900;Nordeste;Ate 50 mil hab.
2310803;Pereiro - CE;   16331;Nordeste;Ate 50 mil hab.
2310852;Pindoretama - CE;   20769;Nordeste;Ate 50 mil hab.
2310902;Piquet Carneiro - CE;   17086;Nordeste;Ate 50 mil hab.
2310951;Pires Ferreira - CE;   11001;Nordeste;Ate 50 mil hab.
2311009;Poranga - CE;   12347;Nordeste;Ate 50 mil hab.
2311108;Porteiras - CE;   14958;Nordeste;Ate 50 mil hab.
2311207;Potengi - CE;   11106;Nordeste;Ate 50 mil hab.
2311231;Potiretama - CE;    6437;Nordeste;Ate 50 mil hab.
2311264;Quiterianópolis - CE;   21166;Nordeste;Ate 50 mil hab.
2311306;Quixadá - CE;   88321;Nordeste;De 50 mil a 200 mil hab.
2311355;Quixelô - CE;   16147;Nordeste;Ate 50 mil hab.
2311405;Quixeramobim - CE;   81778;Nordeste;De 50 mil a 200 mil hab.
2311504;Quixeré - CE;   22293;Nordeste;Ate 50 mil hab.
2311603;Redenção - CE;   29146;Nordeste;Ate 50 mil hab.
2311702;Reriutaba - CE;   18385;Nordeste;Ate 50 mil hab.
2311801;Russas - CE;   78882;Nordeste;De 50 mil a 200 mil hab.
2311900;Saboeiro - CE;   15788;Nordeste;Ate 50 mil hab.
2311959;Salitre - CE;   16635;Nordeste;Ate 50 mil hab.
2312007;Santana do Acaraú - CE;   32654;Nordeste;Ate 50 mil hab.
2312106;Santana do Cariri - CE;   17712;Nordeste;Ate 50 mil hab.
2312205;Santa Quitéria - CE;   43711;Nordeste;Ate 50 mil hab.
2312304;São Benedito - CE;   48131;Nordeste;Ate 50 mil hab.
2312403;São Gonçalo do Amarante - CE;   48869;Nordeste;Ate 50 mil hab.
2312502;São João do Jaguaribe - CE;    7601;Nordeste;Ate 50 mil hab.
2312601;São Luís do Curu - CE;   13044;Nordeste;Ate 50 mil hab.
2312700;Senador Pompeu - CE;   25456;Nordeste;Ate 50 mil hab.
2312809;Senador Sá - CE;    7691;Nordeste;Ate 50 mil hab.
2312908;Sobral - CE;  210711;Nordeste;De 200 mil a 500 mil hab.
2313005;Solonópole - CE;   18357;Nordeste;Ate 50 mil hab.
2313104;Tabuleiro do Norte - CE;   30807;Nordeste;Ate 50 mil hab.
2313203;Tamboril - CE;   26225;Nordeste;Ate 50 mil hab.
2313252;Tarrafas - CE;    8573;Nordeste;Ate 50 mil hab.
2313302;Tauá - CE;   59062;Nordeste;De 50 mil a 200 mil hab.
2313351;Tejuçuoca - CE;   19371;Nordeste;Ate 50 mil hab.
2313401;Tianguá - CE;   76537;Nordeste;De 50 mil a 200 mil hab.
2313500;Trairi - CE;   56291;Nordeste;De 50 mil a 200 mil hab.
2313559;Tururu - CE;   16431;Nordeste;Ate 50 mil hab.
2313609;Ubajara - CE;   35047;Nordeste;Ate 50 mil hab.
2313708;Umari - CE;    7736;Nordeste;Ate 50 mil hab.
2313757;Umirim - CE;   19903;Nordeste;Ate 50 mil hab.
2313807;Uruburetama - CE;   22040;Nordeste;Ate 50 mil hab.
2313906;Uruoca - CE;   13915;Nordeste;Ate 50 mil hab.
2313955;Varjota - CE;   18471;Nordeste;Ate 50 mil hab.
2314003;Várzea Alegre - CE;   40903;Nordeste;Ate 50 mil hab.
2314102;Viçosa do Ceará - CE;   61410;Nordeste;De 50 mil a 200 mil hab.
2400109;Acari - RN;   11121;Nordeste;Ate 50 mil hab.
2400208;Açu - RN;   58384;Nordeste;De 50 mil a 200 mil hab.
2400307;Afonso Bezerra - RN;   11029;Nordeste;Ate 50 mil hab.
2400406;Água Nova - RN;    3272;Nordeste;Ate 50 mil hab.
2400505;Alexandria - RN;   13553;Nordeste;Ate 50 mil hab.
2400604;Almino Afonso - RN;    4710;Nordeste;Ate 50 mil hab.
2400703;Alto do Rodrigues - RN;   14728;Nordeste;Ate 50 mil hab.
2400802;Angicos - RN;   11705;Nordeste;Ate 50 mil hab.
2400901;Antônio Martins - RN;    7154;Nordeste;Ate 50 mil hab.
2401008;Apodi - RN;   35874;Nordeste;Ate 50 mil hab.
2401107;Areia Branca - RN;   27967;Nordeste;Ate 50 mil hab.
2401206;Arês - RN;   14417;Nordeste;Ate 50 mil hab.
2401305;Augusto Severo - RN;    9670;Nordeste;Ate 50 mil hab.
2401404;Baía Formosa - RN;    9322;Nordeste;Ate 50 mil hab.
2401453;Baraúna - RN;   28747;Nordeste;Ate 50 mil hab.
2401503;Barcelona - RN;    3994;Nordeste;Ate 50 mil hab.
2401602;Bento Fernandes - RN;    5525;Nordeste;Ate 50 mil hab.
2401651;Bodó - RN;    2197;Nordeste;Ate 50 mil hab.
2401701;Bom Jesus - RN;   10267;Nordeste;Ate 50 mil hab.
2401800;Brejinho - RN;   12787;Nordeste;Ate 50 mil hab.
2401859;Caiçara do Norte - RN;    6561;Nordeste;Ate 50 mil hab.
2401909;Caiçara do Rio do Vento - RN;    3715;Nordeste;Ate 50 mil hab.
2402006;Caicó - RN;   68343;Nordeste;De 50 mil a 200 mil hab.
2402105;Campo Redondo - RN;   11291;Nordeste;Ate 50 mil hab.
2402204;Canguaretama - RN;   34548;Nordeste;Ate 50 mil hab.
2402303;Caraúbas - RN;   20541;Nordeste;Ate 50 mil hab.
2402402;Carnaúba dos Dantas - RN;    8239;Nordeste;Ate 50 mil hab.
2402501;Carnaubais - RN;   10867;Nordeste;Ate 50 mil hab.
2402600;Ceará-Mirim - RN;   73886;Nordeste;De 50 mil a 200 mil hab.
2402709;Cerro Corá - RN;   11181;Nordeste;Ate 50 mil hab.
2402808;Coronel Ezequiel - RN;    5504;Nordeste;Ate 50 mil hab.
2402907;Coronel João Pessoa - RN;    4915;Nordeste;Ate 50 mil hab.
2403004;Cruzeta - RN;    7983;Nordeste;Ate 50 mil hab.
2403103;Currais Novos - RN;   44905;Nordeste;Ate 50 mil hab.
2403202;Doutor Severiano - RN;    7072;Nordeste;Ate 50 mil hab.
2403251;Parnamirim - RN;  267036;Nordeste;De 200 mil a 500 mil hab.
2403301;Encanto - RN;    5668;Nordeste;Ate 50 mil hab.
2403400;Equador - RN;    6054;Nordeste;Ate 50 mil hab.
2403509;Espírito Santo - RN;   10484;Nordeste;Ate 50 mil hab.
2403608;Extremoz - RN;   28936;Nordeste;Ate 50 mil hab.
2403707;Felipe Guerra - RN;    5997;Nordeste;Ate 50 mil hab.
2403756;Fernando Pedroza - RN;    3067;Nordeste;Ate 50 mil hab.
2403806;Florânia - RN;    9786;Nordeste;Ate 50 mil hab.
2403905;Francisco Dantas - RN;    2813;Nordeste;Ate 50 mil hab.
2404002;Frutuoso Gomes - RN;    4041;Nordeste;Ate 50 mil hab.
2404101;Galinhos - RN;    2845;Nordeste;Ate 50 mil hab.
2404200;Goianinha - RN;   26669;Nordeste;Ate 50 mil hab.
2404309;Governador Dix-Sept Rosado - RN;   13076;Nordeste;Ate 50 mil hab.
2404408;Grossos - RN;   10463;Nordeste;Ate 50 mil hab.
2404507;Guamaré - RN;   15963;Nordeste;Ate 50 mil hab.
2404606;Ielmo Marinho - RN;   13901;Nordeste;Ate 50 mil hab.
2404705;Ipanguaçu - RN;   15626;Nordeste;Ate 50 mil hab.
2404804;Ipueira - RN;    2253;Nordeste;Ate 50 mil hab.
2404853;Itajá - RN;    7595;Nordeste;Ate 50 mil hab.
2404903;Itaú - RN;    5897;Nordeste;Ate 50 mil hab.
2405009;Jaçanã - RN;    9238;Nordeste;Ate 50 mil hab.
2405108;Jandaíra - RN;    6893;Nordeste;Ate 50 mil hab.
2405207;Janduís - RN;    5248;Nordeste;Ate 50 mil hab.
2405306;Januário Cicco - RN;   10275;Nordeste;Ate 50 mil hab.
2405405;Japi - RN;    4995;Nordeste;Ate 50 mil hab.
2405504;Jardim de Angicos - RN;    2606;Nordeste;Ate 50 mil hab.
2405603;Jardim de Piranhas - RN;   14942;Nordeste;Ate 50 mil hab.
2405702;Jardim do Seridó - RN;   12396;Nordeste;Ate 50 mil hab.
2405801;João Câmara - RN;   35160;Nordeste;Ate 50 mil hab.
2405900;João Dias - RN;    2654;Nordeste;Ate 50 mil hab.
2406007;José da Penha - RN;    5946;Nordeste;Ate 50 mil hab.
2406106;Jucurutu - RN;   18315;Nordeste;Ate 50 mil hab.
2406155;Jundiá - RN;    3922;Nordeste;Ate 50 mil hab.
2406205;Lagoa d'Anta - RN;    6811;Nordeste;Ate 50 mil hab.
2406304;Lagoa de Pedras - RN;    7584;Nordeste;Ate 50 mil hab.
2406403;Lagoa de Velhos - RN;    2732;Nordeste;Ate 50 mil hab.
2406502;Lagoa Nova - RN;   15749;Nordeste;Ate 50 mil hab.
2406601;Lagoa Salgada - RN;    8297;Nordeste;Ate 50 mil hab.
2406700;Lajes - RN;   11344;Nordeste;Ate 50 mil hab.
2406809;Lajes Pintadas - RN;    4763;Nordeste;Ate 50 mil hab.
2406908;Lucrécia - RN;    4025;Nordeste;Ate 50 mil hab.
2407005;Luís Gomes - RN;   10146;Nordeste;Ate 50 mil hab.
2407104;Macaíba - RN;   81821;Nordeste;De 50 mil a 200 mil hab.
2407203;Macau - RN;   32039;Nordeste;Ate 50 mil hab.
2407252;Major Sales - RN;    4062;Nordeste;Ate 50 mil hab.
2407302;Marcelino Vieira - RN;    8336;Nordeste;Ate 50 mil hab.
2407401;Martins - RN;    8758;Nordeste;Ate 50 mil hab.
2407500;Maxaranguape - RN;   12544;Nordeste;Ate 50 mil hab.
2407609;Messias Targino - RN;    4634;Nordeste;Ate 50 mil hab.
2407708;Montanhas - RN;   11208;Nordeste;Ate 50 mil hab.
2407807;Monte Alegre - RN;   22576;Nordeste;Ate 50 mil hab.
2407906;Monte das Gameleiras - RN;    2084;Nordeste;Ate 50 mil hab.
2408003;Mossoró - RN;  300618;Nordeste;De 200 mil a 500 mil hab.
2408102;Natal - RN;  890480;Nordeste;Acima de 500 mil hab.
2408201;Nísia Floresta - RN;   27938;Nordeste;Ate 50 mil hab.
2408300;Nova Cruz - RN;   37450;Nordeste;Ate 50 mil hab.
2408409;Olho d'Água do Borges - RN;    4244;Nordeste;Ate 50 mil hab.
2408508;Ouro Branco - RN;    4813;Nordeste;Ate 50 mil hab.
2408607;Paraná - RN;    4276;Nordeste;Ate 50 mil hab.
2408706;Paraú - RN;    3750;Nordeste;Ate 50 mil hab.
2408805;Parazinho - RN;    5272;Nordeste;Ate 50 mil hab.
2408904;Parelhas - RN;   21545;Nordeste;Ate 50 mil hab.
2408953;Rio do Fogo - RN;   10905;Nordeste;Ate 50 mil hab.
2409100;Passa e Fica - RN;   13474;Nordeste;Ate 50 mil hab.
2409209;Passagem - RN;    3102;Nordeste;Ate 50 mil hab.
2409308;Patu - RN;   12809;Nordeste;Ate 50 mil hab.
2409332;Santa Maria - RN;    5621;Nordeste;Ate 50 mil hab.
2409407;Pau dos Ferros - RN;   30600;Nordeste;Ate 50 mil hab.
2409506;Pedra Grande - RN;    3199;Nordeste;Ate 50 mil hab.
2409605;Pedra Preta - RN;    2438;Nordeste;Ate 50 mil hab.
2409704;Pedro Avelino - RN;    6653;Nordeste;Ate 50 mil hab.
2409803;Pedro Velho - RN;   14844;Nordeste;Ate 50 mil hab.
2409902;Pendências - RN;   15272;Nordeste;Ate 50 mil hab.
2410009;Pilões - RN;    3869;Nordeste;Ate 50 mil hab.
2410108;Poço Branco - RN;   15531;Nordeste;Ate 50 mil hab.
2410207;Portalegre - RN;    7906;Nordeste;Ate 50 mil hab.
2410256;Porto do Mangue - RN;    6522;Nordeste;Ate 50 mil hab.
2410306;Serra Caiada - RN;   10522;Nordeste;Ate 50 mil hab.
2410405;Pureza - RN;    9724;Nordeste;Ate 50 mil hab.
2410504;Rafael Fernandes - RN;    5128;Nordeste;Ate 50 mil hab.
2410603;Rafael Godeiro - RN;    3208;Nordeste;Ate 50 mil hab.
2410702;Riacho da Cruz - RN;    3614;Nordeste;Ate 50 mil hab.
2410801;Riacho de Santana - RN;    4199;Nordeste;Ate 50 mil hab.
2410900;Riachuelo - RN;    8220;Nordeste;Ate 50 mil hab.
2411007;Rodolfo Fernandes - RN;    4462;Nordeste;Ate 50 mil hab.
2411056;Tibau - RN;    4140;Nordeste;Ate 50 mil hab.
2411106;Ruy Barbosa - RN;    3592;Nordeste;Ate 50 mil hab.
2411205;Santa Cruz - RN;   39988;Nordeste;Ate 50 mil hab.
2411403;Santana do Matos - RN;   11956;Nordeste;Ate 50 mil hab.
2411429;Santana do Seridó - RN;    2689;Nordeste;Ate 50 mil hab.
2411502;Santo Antônio - RN;   24280;Nordeste;Ate 50 mil hab.
2411601;São Bento do Norte - RN;    2717;Nordeste;Ate 50 mil hab.
2411700;São Bento do Trairí - RN;    4495;Nordeste;Ate 50 mil hab.
2411809;São Fernando - RN;    3595;Nordeste;Ate 50 mil hab.
2411908;São Francisco do Oeste - RN;    4255;Nordeste;Ate 50 mil hab.
2412005;São Gonçalo do Amarante - RN;  103672;Nordeste;De 50 mil a 200 mil hab.
2412104;São João do Sabugi - RN;    6207;Nordeste;Ate 50 mil hab.
2412203;São José de Mipibu - RN;   44236;Nordeste;Ate 50 mil hab.
2412302;São José do Campestre - RN;   12879;Nordeste;Ate 50 mil hab.
2412401;São José do Seridó - RN;    4665;Nordeste;Ate 50 mil hab.
2412500;São Miguel - RN;   23655;Nordeste;Ate 50 mil hab.
2412559;São Miguel do Gostoso - RN;   10362;Nordeste;Ate 50 mil hab.
2412609;São Paulo do Potengi - RN;   17720;Nordeste;Ate 50 mil hab.
2412708;São Pedro - RN;    5930;Nordeste;Ate 50 mil hab.
2412807;São Rafael - RN;    8192;Nordeste;Ate 50 mil hab.
2412906;São Tomé - RN;   11053;Nordeste;Ate 50 mil hab.
2413003;São Vicente - RN;    6450;Nordeste;Ate 50 mil hab.
2413102;Senador Elói de Souza - RN;    6127;Nordeste;Ate 50 mil hab.
2413201;Senador Georgino Avelino - RN;    4484;Nordeste;Ate 50 mil hab.
2413300;Serra de São Bento - RN;    5751;Nordeste;Ate 50 mil hab.
2413359;Serra do Mel - RN;   12083;Nordeste;Ate 50 mil hab.
2413409;Serra Negra do Norte - RN;    8092;Nordeste;Ate 50 mil hab.
2413508;Serrinha - RN;    6178;Nordeste;Ate 50 mil hab.
2413557;Serrinha dos Pintos - RN;    4816;Nordeste;Ate 50 mil hab.
2413607;Severiano Melo - RN;    2088;Nordeste;Ate 50 mil hab.
2413706;Sítio Novo - RN;    5561;Nordeste;Ate 50 mil hab.
2413805;Taboleiro Grande - RN;    2586;Nordeste;Ate 50 mil hab.
2413904;Taipu - RN;   12297;Nordeste;Ate 50 mil hab.
2414001;Tangará - RN;   15869;Nordeste;Ate 50 mil hab.
2414100;Tenente Ananias - RN;   10855;Nordeste;Ate 50 mil hab.
2414159;Tenente Laurentino Cruz - RN;    6019;Nordeste;Ate 50 mil hab.
2414209;Tibau do Sul - RN;   14440;Nordeste;Ate 50 mil hab.
2414308;Timbaúba dos Batistas - RN;    2421;Nordeste;Ate 50 mil hab.
2414407;Touros - RN;   33503;Nordeste;Ate 50 mil hab.
2414456;Triunfo Potiguar - RN;    3216;Nordeste;Ate 50 mil hab.
2414506;Umarizal - RN;   10520;Nordeste;Ate 50 mil hab.
2414605;Upanema - RN;   14800;Nordeste;Ate 50 mil hab.
2414704;Várzea - RN;    5515;Nordeste;Ate 50 mil hab.
2414753;Venha-Ver - RN;    4205;Nordeste;Ate 50 mil hab.
2414803;Vera Cruz - RN;   12637;Nordeste;Ate 50 mil hab.
2414902;Viçosa - RN;    1725;Nordeste;Ate 50 mil hab.
2415008;Vila Flor - RN;    3194;Nordeste;Ate 50 mil hab.
2500106;Água Branca - PB;   10306;Nordeste;Ate 50 mil hab.
2500205;Aguiar - PB;    5630;Nordeste;Ate 50 mil hab.
2500304;Alagoa Grande - PB;   28439;Nordeste;Ate 50 mil hab.
2500403;Alagoa Nova - PB;   20921;Nordeste;Ate 50 mil hab.
2500502;Alagoinha - PB;   14560;Nordeste;Ate 50 mil hab.
2500536;Alcantil - PB;    5509;Nordeste;Ate 50 mil hab.
2500577;Algodão de Jandaíra - PB;    2577;Nordeste;Ate 50 mil hab.
2500601;Alhandra - PB;   19727;Nordeste;Ate 50 mil hab.
2500700;São João do Rio do Peixe - PB;   18026;Nordeste;Ate 50 mil hab.
2500734;Amparo - PB;    2251;Nordeste;Ate 50 mil hab.
2500775;Aparecida - PB;    8416;Nordeste;Ate 50 mil hab.
2500809;Araçagi - PB;   16921;Nordeste;Ate 50 mil hab.
2500908;Arara - PB;   13542;Nordeste;Ate 50 mil hab.
2501005;Araruna - PB;   20463;Nordeste;Ate 50 mil hab.
2501104;Areia - PB;   22656;Nordeste;Ate 50 mil hab.
2501153;Areia de Baraúnas - PB;    2116;Nordeste;Ate 50 mil hab.
2501203;Areial - PB;    7027;Nordeste;Ate 50 mil hab.
2501302;Aroeiras - PB;   19116;Nordeste;Ate 50 mil hab.
2501351;Assunção - PB;    4029;Nordeste;Ate 50 mil hab.
2501401;Baía da Traição - PB;    9096;Nordeste;Ate 50 mil hab.
2501500;Bananeiras - PB;   21269;Nordeste;Ate 50 mil hab.
2501534;Baraúna - PB;    4964;Nordeste;Ate 50 mil hab.
2501575;Barra de Santana - PB;    8349;Nordeste;Ate 50 mil hab.
2501609;Barra de Santa Rosa - PB;   15497;Nordeste;Ate 50 mil hab.
2501708;Barra de São Miguel - PB;    6065;Nordeste;Ate 50 mil hab.
2501807;Bayeux - PB;   97203;Nordeste;De 50 mil a 200 mil hab.
2501906;Belém - PB;   17705;Nordeste;Ate 50 mil hab.
2502003;Belém do Brejo do Cruz - PB;    7349;Nordeste;Ate 50 mil hab.
2502052;Bernardino Batista - PB;    3536;Nordeste;Ate 50 mil hab.
2502102;Boa Ventura - PB;    5307;Nordeste;Ate 50 mil hab.
2502151;Boa Vista - PB;    7136;Nordeste;Ate 50 mil hab.
2502201;Bom Jesus - PB;    2575;Nordeste;Ate 50 mil hab.
2502300;Bom Sucesso - PB;    4956;Nordeste;Ate 50 mil hab.
2502409;Bonito de Santa Fé - PB;   12022;Nordeste;Ate 50 mil hab.
2502508;Boqueirão - PB;   17870;Nordeste;Ate 50 mil hab.
2502607;Igaracy - PB;    6105;Nordeste;Ate 50 mil hab.
2502706;Borborema - PB;    5287;Nordeste;Ate 50 mil hab.
2502805;Brejo do Cruz - PB;   14206;Nordeste;Ate 50 mil hab.
2502904;Brejo dos Santos - PB;    6464;Nordeste;Ate 50 mil hab.
2503001;Caaporã - PB;   21955;Nordeste;Ate 50 mil hab.
2503100;Cabaceiras - PB;    5661;Nordeste;Ate 50 mil hab.
2503209;Cabedelo - PB;   68767;Nordeste;De 50 mil a 200 mil hab.
2503308;Cachoeira dos Índios - PB;   10305;Nordeste;Ate 50 mil hab.
2503407;Cacimba de Areia - PB;    3695;Nordeste;Ate 50 mil hab.
2503506;Cacimba de Dentro - PB;   17178;Nordeste;Ate 50 mil hab.
2503555;Cacimbas - PB;    7199;Nordeste;Ate 50 mil hab.
2503605;Caiçara - PB;    7191;Nordeste;Ate 50 mil hab.
2503704;Cajazeiras - PB;   62289;Nordeste;De 50 mil a 200 mil hab.
2503753;Cajazeirinhas - PB;    3205;Nordeste;Ate 50 mil hab.
2503803;Caldas Brandão - PB;    6046;Nordeste;Ate 50 mil hab.
2503902;Camalaú - PB;    6031;Nordeste;Ate 50 mil hab.
2504009;Campina Grande - PB;  411807;Nordeste;De 200 mil a 500 mil hab.
2504033;Capim - PB;    6620;Nordeste;Ate 50 mil hab.
2504074;Caraúbas - PB;    4185;Nordeste;Ate 50 mil hab.
2504108;Carrapateira - PB;    2687;Nordeste;Ate 50 mil hab.
2504157;Casserengue - PB;    7499;Nordeste;Ate 50 mil hab.
2504207;Catingueira - PB;    4935;Nordeste;Ate 50 mil hab.
2504306;Catolé do Rocha - PB;   30684;Nordeste;Ate 50 mil hab.
2504355;Caturité - PB;    4875;Nordeste;Ate 50 mil hab.
2504405;Conceição - PB;   19007;Nordeste;Ate 50 mil hab.
2504504;Condado - PB;    6658;Nordeste;Ate 50 mil hab.
2504603;Conde - PB;   25010;Nordeste;Ate 50 mil hab.
2504702;Congo - PB;    4787;Nordeste;Ate 50 mil hab.
2504801;Coremas - PB;   15441;Nordeste;Ate 50 mil hab.
2504850;Coxixola - PB;    1935;Nordeste;Ate 50 mil hab.
2504900;Cruz do Espírito Santo - PB;   17461;Nordeste;Ate 50 mil hab.
2505006;Cubati - PB;    7832;Nordeste;Ate 50 mil hab.
2505105;Cuité - PB;   20334;Nordeste;Ate 50 mil hab.
2505204;Cuitegi - PB;    6775;Nordeste;Ate 50 mil hab.
2505238;Cuité de Mamanguape - PB;    6356;Nordeste;Ate 50 mil hab.
2505279;Curral de Cima - PB;    5218;Nordeste;Ate 50 mil hab.
2505303;Curral Velho - PB;    2512;Nordeste;Ate 50 mil hab.
2505352;Damião - PB;    5370;Nordeste;Ate 50 mil hab.
2505402;Desterro - PB;    8315;Nordeste;Ate 50 mil hab.
2505501;Vista Serrana - PB;    3824;Nordeste;Ate 50 mil hab.
2505600;Diamante - PB;    6528;Nordeste;Ate 50 mil hab.
2505709;Dona Inês - PB;   10413;Nordeste;Ate 50 mil hab.
2505808;Duas Estradas - PB;    3582;Nordeste;Ate 50 mil hab.
2505907;Emas - PB;    3539;Nordeste;Ate 50 mil hab.
2506004;Esperança - PB;   33199;Nordeste;Ate 50 mil hab.
2506103;Fagundes - PB;   11215;Nordeste;Ate 50 mil hab.
2506202;Frei Martinho - PB;    2989;Nordeste;Ate 50 mil hab.
2506251;Gado Bravo - PB;    8303;Nordeste;Ate 50 mil hab.
2506301;Guarabira - PB;   59115;Nordeste;De 50 mil a 200 mil hab.
2506400;Gurinhém - PB;   14127;Nordeste;Ate 50 mil hab.
2506509;Gurjão - PB;    3453;Nordeste;Ate 50 mil hab.
2506608;Ibiara - PB;    5903;Nordeste;Ate 50 mil hab.
2506707;Imaculada - PB;   11848;Nordeste;Ate 50 mil hab.
2506806;Ingá - PB;   18144;Nordeste;Ate 50 mil hab.
2506905;Itabaiana - PB;   24419;Nordeste;Ate 50 mil hab.
2507002;Itaporanga - PB;   24828;Nordeste;Ate 50 mil hab.
2507101;Itapororoca - PB;   18823;Nordeste;Ate 50 mil hab.
2507200;Itatuba - PB;   11016;Nordeste;Ate 50 mil hab.
2507309;Jacaraú - PB;   14450;Nordeste;Ate 50 mil hab.
2507408;Jericó - PB;    7745;Nordeste;Ate 50 mil hab.
2507507;João Pessoa - PB;  817511;Nordeste;Acima de 500 mil hab.
2507606;Juarez Távora - PB;    7976;Nordeste;Ate 50 mil hab.
2507705;Juazeirinho - PB;   18298;Nordeste;Ate 50 mil hab.
2507804;Junco do Seridó - PB;    7195;Nordeste;Ate 50 mil hab.
2507903;Juripiranga - PB;   10793;Nordeste;Ate 50 mil hab.
2508000;Juru - PB;    9849;Nordeste;Ate 50 mil hab.
2508109;Lagoa - PB;    4653;Nordeste;Ate 50 mil hab.
2508208;Lagoa de Dentro - PB;    7737;Nordeste;Ate 50 mil hab.
2508307;Lagoa Seca - PB;   27617;Nordeste;Ate 50 mil hab.
